date,time,venue,rest days,result,gf/gp,ga/gp,net goals,opponent,shots for,shots against,shot diff,pp opp/gp,ts/gp,pp%,pk%,fow%,team
2024-11-25,19:00,Away,1,L,4,4,0,Philadelphia Flyers,30,36,-6,1,3,100,100,50.8,Vegas Golden Knights
2024-11-25,19:00,Away,1,L,2,5,-3,New Jersey Devils,22,46,-24,5,2,0,50,38.9,Nashville Predators
2024-11-25,20:00,Home,1,L,1,4,-3,Winnipeg Jets,44,32,12,2,3,0,66.7,54.7,Minnesota Wild
2024-11-25,19:30,Home,1,W,4,3,1,Calgary Flames,30,27,3,9,2,22.2,50,56.5,Ottawa Senators
2024-11-25,19:00,Home,1,L,1,4,-3,Washington Capitals,21,31,-10,4,4,0,75,42.1,Florida Panthers
2024-11-25,19:30,Home,1,L,2,4,-2,Detroit Red Wings,29,21,8,3,3,0,100,67.5,New York Islanders
2024-11-25,19:30,Away,1,L,3,4,-1,Ottawa Senators,27,30,-3,2,9,50,77.8,43.5,Calgary Flames
2024-11-25,19:00,Home,1,L,2,5,-3,St. Louis Blues,29,44,-15,3,3,0,100,56.1,New York Rangers
2024-11-25,22:30,Away,1,L,2,7,-5,San Jose Sharks,24,21,3,2,6,0,66.7,55.0,Los Angeles Kings
2024-11-25,19:00,Home,1,W,8,2,6,Colorado Avalanche,33,25,8,2,3,100,100,62.7,Tampa Bay Lightning
2024-11-25,19:00,Home,1,W,6,4,2,Dallas Stars,34,19,15,2,3,100,100,59.7,Carolina Hurricanes
2024-11-25,19:00,Away,1,W,5,2,3,New York Rangers,44,29,15,3,3,0.0,100,43.9,St. Louis Blues
2024-11-25,22:30,Home,1,W,7,2,5,Los Angeles Kings,21,24,-3,6,2,33.3,100,45.0,San Jose Sharks
2024-11-25,19:00,Away,1,W,4,1,3,Florida Panthers,31,21,10,4,4,25,100,57.9,Washington Capitals
2024-11-25,19:00,Away,1,L,4,6,-2,Carolina Hurricanes,19,34,-15,3,2,0,0,40.3,Dallas Stars
2024-11-25,22:00,Away,1,W,3,2,1,Anaheim Ducks,28,23,5,3,1,0.0,100,59.6,Seattle Kraken
2024-11-25,19:00,Home,1,W,5,2,3,Nashville Predators,46,22,24,2,5,50,100,61.1,New Jersey Devils
2024-11-25,20:00,Away,1,W,4,1,3,Minnesota Wild,32,44,-12,3,2,33.3,100,45.3,Winnipeg Jets
2024-11-25,19:30,Away,1,W,4,2,2,New York Islanders,21,29,-8,3,3,0,100,32.5,Detroit Red Wings
2024-11-25,19:00,Home,1,L,4,4,0,Vegas Golden Knights,36,30,6,3,1,0,0,49.2,Philadelphia Flyers
2024-11-25,22:30,Home,1,W,7,2,5,Los Angeles Kings,21,24,-3,6,2,33.3,100,45.0,San Jose Sharks
2024-11-25,22:00,Home,2,L,2,3,-1,Seattle Kraken,23,28,-5,1,3,0,100,40.4,Anaheim Ducks
2024-11-26,19:00,Away,2,W,2,0,2,Boston Bruins,15,33,-18,2,3,50,100,41.0,Vancouver Canucks
2024-11-26,19:00,Home,2,L,0,2,-2,Vancouver Canucks,33,15,18,3,2,0,50,59.0,Boston Bruins
2024-11-26,19:00,Away,1,W,3,2,1,Montreal Canadiens,29,13,16,4,3,0,100,42.2,Utah Hockey Club
2024-11-26,,Away,2,L,2,3,-1,Utah Hockey Club,13,29,-16,3,4,0,100,57.8,Montréal Canadiens
2024-11-27,20:00,Home,1,L,2,3,-1,Philadelphia Flyers,27,23,4,1,1,0,100,59.6,Nashville Predators
2024-11-27,22:30,Home,1,L,3,4,-1,Ottawa Senators,39,11,28,2,2,50.0,50,44.9,San Jose Sharks
2024-11-27,19:30,Home,1,L,3,6,-3,Boston Bruins,24,21,3,1,0,0,--,50.9,New York Islanders
2024-11-27,20:30,Away,1,L,2,6,-4,Chicago Blackhawks,27,26,1,4,2,25,50,63.5,Dallas Stars
2024-11-27,20:30,Home,3,W,6,2,4,Dallas Stars,26,27,-1,2,4,50,75,36.5,Chicago Blackhawks
2024-11-27,19:00,Away,1,L,3,4,-1,Carolina Hurricanes,22,31,-9,2,4,0,50,58.0,New York Rangers
2024-11-27,19:30,Away,2,L,1,5,-4,Florida Panthers,24,24,0,3,5,33.3,60,60.0,Toronto Maple Leafs
2024-11-27,19:30,Away,1,L,1,2,-1,Detroit Red Wings,25,27,-2,4,4,25,50,41.9,Calgary Flames
2024-11-27,22:00,Away,1,W,5,2,3,Seattle Kraken,33,44,-11,2,5,50,100,38.0,Anaheim Ducks
2024-11-27,,Away,0,W,4,3,1,Columbus Blue Jackets,23,24,-1,2,3,50,100,52.5,Montréal Canadiens
2024-11-27,22:00,Home,1,W,4,1,3,Winnipeg Jets,33,14,19,2,3,50,66.7,52.6,Los Angeles Kings
2024-11-27,19:00,Home,1,W,4,3,1,New York Rangers,31,22,9,4,2,50,100,42.0,Carolina Hurricanes
2024-11-27,19:30,Home,1,W,2,1,1,Calgary Flames,27,25,2,4,4,50,75,58.1,Detroit Red Wings
2024-11-27,22:00,Away,1,L,1,4,-3,Los Angeles Kings,14,33,-19,3,2,33.3,50,47.4,Winnipeg Jets
2024-11-27,19:30,Away,0,W,6,3,3,New York Islanders,21,24,-3,0,1,--,100,49.1,Boston Bruins
2024-11-27,22:00,Home,1,W,4,1,3,Winnipeg Jets,33,14,19,2,3,50,66.7,52.6,Los Angeles Kings
2024-11-27,19:00,Away,1,W,1,0,1,Buffalo Sabres,30,39,-9,0,2,--,100,46.7,Minnesota Wild
2024-11-27,19:00,Home,1,L,0,3,-3,St. Louis Blues,32,20,12,3,3,0,100,44.0,New Jersey Devils
2024-11-27,19:30,Away,0,L,4,5,-1,Pittsburgh Penguins,29,23,6,1,4,0,75,35.1,Vancouver Canucks
2024-11-27,19:00,Home,3,L,0,1,-1,Minnesota Wild,39,30,9,2,0,0,--,53.3,Buffalo Sabres
2024-11-27,22:00,Home,1,L,2,5,-3,Anaheim Ducks,44,33,11,5,2,0.0,50,62.0,Seattle Kraken
2024-11-27,19:30,Home,3,L,3,4,-1,Montreal Canadiens,24,23,1,3,2,0,50,47.5,Columbus Blue Jackets
2024-11-27,20:00,Away,1,W,3,2,1,Nashville Predators,23,27,-4,1,1,0,100,40.4,Philadelphia Flyers
2024-11-27,19:30,Home,1,L,4,5,-1,Washington Capitals,28,32,-4,3,3,33.3,66.7,36.2,Tampa Bay Lightning
2024-11-27,22:00,Away,1,L,1,1,0,Colorado Avalanche,19,34,-15,1,2,0,100,48.0,Vegas Golden Knights
2024-11-27,19:30,Home,1,W,5,1,4,Toronto Maple Leafs,24,24,0,5,3,40,66.7,40.0,Florida Panthers
2024-11-27,19:30,Away,1,W,5,4,1,Tampa Bay Lightning,32,28,4,3,3,33.3,66.7,63.8,Washington Capitals
2024-11-27,22:00,Home,1,L,1,1,0,Vegas Golden Knights,34,19,15,2,1,0,100,52.0,Colorado Avalanche
2024-11-27,19:30,Home,1,L,3,6,-3,Boston Bruins,24,21,3,1,0,0,--,50.9,New York Islanders
2024-11-27,19:30,Home,3,W,5,4,1,Vancouver Canucks,23,29,-6,4,1,25,100,64.9,Pittsburgh Penguins
2024-11-27,19:00,Away,1,W,3,0,3,New Jersey Devils,20,32,-12,3,3,0.0,100,56.0,St. Louis Blues
2024-11-27,22:30,Away,1,W,4,3,1,San Jose Sharks,11,39,-28,2,2,50,50,55.1,Ottawa Senators
2024-11-29,15:00,Home,1,L,3,6,-3,Florida Panthers,31,30,1,5,2,20,100,52.3,Carolina Hurricanes
2024-11-29,15:30,Away,1,W,2,1,1,Anaheim Ducks,18,31,-13,2,3,0,100,52.8,Los Angeles Kings
2024-11-29,21:00,Away,1,L,3,5,-2,Dallas Stars,32,24,8,5,4,20,50,42.5,Colorado Avalanche
2024-11-29,15:30,Away,1,L,5,8,-3,San Jose Sharks,31,27,4,6,1,33.3,100,44.8,Seattle Kraken
2024-11-29,15:30,Home,1,W,8,5,3,Seattle Kraken,27,31,-4,1,6,0,66.7,55.2,San Jose Sharks
2024-11-29,21:00,Home,1,W,5,3,2,Colorado Avalanche,24,32,-8,4,5,50,80,57.5,Dallas Stars
2024-11-29,15:00,Away,1,W,6,3,3,Carolina Hurricanes,30,31,-1,2,5,0,80,47.7,Florida Panthers
2024-11-29,14:00,Away,1,L,2,3,-1,Minnesota Wild,23,29,-6,3,2,33.3,100,35.7,Chicago Blackhawks
2024-11-29,13:00,Home,1,W,3,1,2,New York Rangers,35,23,12,1,0,0,--,51.9,Philadelphia Flyers
2024-11-29,15:00,Home,1,L,4,5,-1,New Jersey Devils,28,29,-1,4,4,25,25,53.2,Detroit Red Wings
2024-11-29,15:00,Away,1,W,3,2,1,Nashville Predators,28,31,-3,4,2,25,100,49.2,Tampa Bay Lightning
2024-11-29,15:30,Home,1,W,8,5,3,Seattle Kraken,27,31,-4,1,6,0.0,66.7,55.2,San Jose Sharks
2024-11-29,18:30,Away,1,W,2,1,1,Boston Bruins,36,31,5,2,3,0,100,51.8,Pittsburgh Penguins
2024-11-29,21:00,Away,4,W,4,3,1,Utah Hockey Club,32,31,1,3,1,66.7,100,47.2,Edmonton Oilers
2024-11-29,13:00,Away,1,L,1,3,-2,Philadelphia Flyers,23,35,-12,0,1,--,100,48.2,New York Rangers
2024-11-29,20:30,Home,1,W,4,3,1,Winnipeg Jets,30,25,5,2,3,0,100,68.8,Vegas Golden Knights
2024-11-29,20:30,Away,1,L,3,4,-1,Vegas Golden Knights,25,30,-5,3,2,0,100,31.3,Winnipeg Jets
2024-11-29,15:00,Away,1,W,4,3,1,Buffalo Sabres,22,34,-12,4,5,25,100,48.2,Vancouver Canucks
2024-11-29,15:00,Away,1,L,4,5,-1,Washington Capitals,24,26,-2,3,4,0,50,57.6,New York Islanders
2024-11-29,14:00,Home,1,W,3,2,1,Chicago Blackhawks,29,23,6,2,3,0,66.7,64.3,Minnesota Wild
2024-11-29,15:00,Away,1,L,4,5,-1,Washington Capitals,24,26,-2,3,4,0,50,57.6,New York Islanders
2024-11-29,18:30,Home,1,L,1,2,-1,Pittsburgh Penguins,31,36,-5,3,2,0,100,48.2,Boston Bruins
2024-11-29,15:00,Away,1,W,5,4,1,Detroit Red Wings,29,28,1,4,4,75,75,46.8,New Jersey Devils
2024-11-29,15:30,Home,1,L,1,2,-1,Los Angeles Kings,31,18,13,3,2,0,100,47.2,Anaheim Ducks
2024-11-29,15:00,Home,1,W,5,4,1,New York Islanders,26,24,2,4,3,50,100,42.4,Washington Capitals
2024-11-29,15:00,Home,1,L,2,3,-1,Tampa Bay Lightning,31,28,3,2,4,0,75,50.8,Nashville Predators
2024-11-29,21:00,Home,2,L,3,4,-1,Edmonton Oilers,31,32,-1,1,3,0,33.3,52.8,Utah Hockey Club
2024-11-29,15:30,Away,1,W,2,1,1,Anaheim Ducks,18,31,-13,2,3,0,100,52.8,Los Angeles Kings
2024-11-29,15:00,Away,1,L,2,5,-3,Columbus Blue Jackets,29,34,-5,2,1,50,0,50.0,Calgary Flames
2024-11-30,19:00,Home,0,W,5,2,3,Ottawa Senators,27,22,5,3,1,33.3,100,57.4,Los Angeles Kings
2024-11-30,20:00,Home,0,W,3,2,1,Nashville Predators,28,27,1,3,3,33.3,66.7,47.7,Minnesota Wild
2024-11-30,19:30,Away,0,L,0,3,-3,New York Islanders,29,20,9,2,3,0,66.7,42.9,Buffalo Sabres
2024-11-30,19:00,Away,0,L,2,6,-4,Pittsburgh Penguins,32,43,-11,3,5,0,40,46.2,Calgary Flames
2024-11-30,19:00,Home,0,L,5,6,-1,Washington Capitals,27,32,-5,3,5,66.7,40,48.5,New Jersey Devils
2024-11-30,19:00,Away,2,L,2,5,-3,Los Angeles Kings,22,27,-5,1,3,0,66.7,42.6,Ottawa Senators
2024-11-30,22:00,Home,0,L,1,4,-3,Edmonton Oilers,28,32,-4,5,2,20,100,30.2,Colorado Avalanche
2024-11-30,22:00,Away,0,W,4,1,3,Colorado Avalanche,32,28,4,2,5,0,80,69.8,Edmonton Oilers
2024-11-30,19:00,Home,0,L,3,5,-2,Toronto Maple Leafs,41,29,12,3,1,33.3,100,51.4,Tampa Bay Lightning
2024-11-30,22:00,Home,0,L,0,6,-6,Utah Hockey Club,29,28,1,4,3,0,66.7,62.8,Vegas Golden Knights
2024-11-30,19:00,Away,0,W,3,2,1,St. Louis Blues,31,27,4,2,3,0,66.7,59.6,Philadelphia Flyers
2024-11-30,20:00,Away,0,L,2,3,-1,Minnesota Wild,27,28,-1,3,3,33.3,66.7,52.3,Nashville Predators
2024-11-30,16:00,Home,0,W,6,0,6,Carolina Hurricanes,35,20,15,6,2,50,100,50.8,Florida Panthers
2024-11-30,,Away,2,L,3,4,-1,New York Rangers,28,28,0,3,6,0,50,43.9,Montréal Canadiens
2024-11-30,19:00,Away,0,W,6,5,1,New Jersey Devils,32,27,5,5,3,60,33.3,51.5,Washington Capitals
2024-11-30,22:00,Away,0,W,4,2,2,Seattle Kraken,23,38,-15,1,2,0.0,100,50.9,San Jose Sharks
2024-11-30,19:00,Home,0,W,6,2,4,Calgary Flames,43,32,11,5,3,60,100,53.9,Pittsburgh Penguins
2024-11-30,19:30,Home,0,W,3,0,3,Buffalo Sabres,20,29,-9,3,2,33.3,100,57.1,New York Islanders
2024-11-30,22:00,Home,0,L,2,4,-2,San Jose Sharks,38,23,15,2,1,0.0,100,49.1,Seattle Kraken
2024-11-30,16:00,Away,0,L,0,6,-6,Florida Panthers,20,35,-15,2,6,0,50,49.2,Carolina Hurricanes
2024-11-30,19:00,Home,2,L,2,3,-1,Philadelphia Flyers,27,31,-4,3,2,33.3,100,40.4,St. Louis Blues
2024-11-30,22:00,Away,0,W,6,0,6,Vegas Golden Knights,28,29,-1,3,4,33.3,100,37.3,Utah Hockey Club
2024-11-30,19:00,Away,2,W,5,3,2,Tampa Bay Lightning,29,41,-12,1,3,0,66.7,48.6,Toronto Maple Leafs
2024-11-30,13:00,Home,0,W,4,3,1,Montreal Canadiens,28,28,0,6,3,50,100,56.1,New York Rangers
2024-12-01,15:00,Home,1,L,3,6,-3,Columbus Blue Jackets,31,36,-5,6,2,50,100,44.6,Chicago Blackhawks
2024-12-01,16:30,Home,1,W,3,1,2,Winnipeg Jets,31,27,4,5,2,0,100,44.1,Dallas Stars
2024-12-01,20:00,Home,1,L,3,3,0,Ottawa Senators,34,31,3,3,4,33.3,75,48.4,Anaheim Ducks
2024-12-01,,Away,0,L,3,6,-3,Boston Bruins,28,30,-2,2,2,0,100,45.9,Montréal Canadiens
2024-12-01,15:00,Away,1,W,6,3,3,Chicago Blackhawks,36,31,5,2,6,0,50,55.4,Columbus Blue Jackets
2024-12-01,16:30,Away,1,L,1,3,-2,Dallas Stars,27,31,-4,2,5,0,100,55.9,Winnipeg Jets
2024-12-01,20:00,Away,0,L,3,3,0,Anaheim Ducks,31,34,-3,4,3,25,66.7,51.6,Ottawa Senators
2024-12-01,12:30,Away,1,W,5,4,1,Detroit Red Wings,32,31,1,4,4,50,75,50.0,Vancouver Canucks
2024-12-01,12:30,Home,1,L,4,5,-1,Vancouver Canucks,31,32,-1,4,4,25,50,50.0,Detroit Red Wings
2024-12-01,15:00,Home,1,W,6,3,3,Montreal Canadiens,30,28,2,2,2,0,100,54.1,Boston Bruins
2024-12-02,19:30,Away,0,L,1,4,-3,Toronto Maple Leafs,28,22,6,4,2,0,100,35.7,Chicago Blackhawks
2024-12-02,19:00,Away,1,W,5,1,4,New York Rangers,28,39,-11,4,4,50,75,41.0,New Jersey Devils
2024-12-02,21:00,Away,0,W,2,1,1,Utah Hockey Club,21,37,-16,3,2,33.3,100,42.9,Dallas Stars
2024-12-02,19:00,Home,1,L,1,5,-4,New Jersey Devils,39,28,11,4,4,25,50,59.0,New York Rangers
2024-12-02,19:30,Home,1,W,4,1,3,Chicago Blackhawks,22,28,-6,2,4,0,100,64.3,Toronto Maple Leafs
2024-12-03,19:00,Away,1,L,2,3,-1,Boston Bruins,25,35,-10,3,3,0,66.7,54.6,Detroit Red Wings
2024-12-03,19:00,Away,2,L,1,2,-1,Montreal Canadiens,31,27,4,3,2,0,50,44.2,New York Islanders
2024-12-03,20:00,Home,2,W,3,2,1,Vancouver Canucks,29,32,-3,1,3,0,66.7,43.5,Minnesota Wild
2024-12-03,19:00,Home,1,W,3,2,1,Detroit Red Wings,35,25,10,3,3,33.3,100,45.5,Boston Bruins
2024-12-03,19:00,Home,2,L,1,2,-1,San Jose Sharks,28,31,-3,3,4,0,75,50.9,Washington Capitals
2024-12-03,20:00,Away,2,W,4,1,3,Winnipeg Jets,32,23,9,3,2,0.0,100,62.1,St. Louis Blues
2024-12-03,19:00,Home,2,L,2,4,-2,Seattle Kraken,19,28,-9,1,2,100,100,51.8,Carolina Hurricanes
2024-12-03,22:00,Away,2,L,0,1,-1,Vegas Golden Knights,28,16,12,0,0,--,--,58.8,Edmonton Oilers
2024-12-03,,Away,1,W,2,1,1,New York Islanders,27,31,-4,2,3,50,100,55.8,Montréal Canadiens
2024-12-03,19:00,Away,2,W,4,2,2,Carolina Hurricanes,28,19,9,2,1,0.0,0,48.2,Seattle Kraken
2024-12-03,19:00,Away,2,L,4,5,-1,Pittsburgh Penguins,41,16,25,1,1,100,100,51.4,Florida Panthers
2024-12-03,20:00,Home,1,L,1,4,-3,St. Louis Blues,23,32,-9,2,3,0,100,37.9,Winnipeg Jets
2024-12-03,19:00,Away,2,W,2,1,1,Washington Capitals,31,28,3,4,3,25,100,49.1,San Jose Sharks
2024-12-03,22:00,Home,2,W,1,0,1,Edmonton Oilers,16,28,-12,0,0,--,--,41.2,Vegas Golden Knights
2024-12-03,21:00,Home,2,W,3,0,3,Columbus Blue Jackets,22,16,6,4,1,50,100,59.6,Calgary Flames
2024-12-03,19:00,Away,2,W,5,4,1,Buffalo Sabres,41,30,11,1,3,0,100,50.9,Colorado Avalanche
2024-12-03,19:00,Home,2,W,5,4,1,Florida Panthers,16,41,-25,1,1,0,0,48.6,Pittsburgh Penguins
2024-12-03,19:00,Home,2,L,4,5,-1,Colorado Avalanche,30,41,-11,3,1,0,100,49.1,Buffalo Sabres
2024-12-03,20:00,Away,1,L,2,3,-1,Minnesota Wild,32,29,3,3,1,33.3,100,56.5,Vancouver Canucks
2024-12-04,19:30,Home,1,W,3,2,1,Nashville Predators,28,24,4,3,2,33.3,100,41.1,Toronto Maple Leafs
2024-12-04,22:00,Home,2,L,1,4,-3,Vegas Golden Knights,20,33,-13,1,2,0,100,32.7,Anaheim Ducks
2024-12-04,19:30,Home,1,L,2,4,-2,Boston Bruins,22,27,-5,2,5,0,100,37.5,Chicago Blackhawks
2024-12-04,19:30,Away,3,L,2,3,-1,Toronto Maple Leafs,24,28,-4,2,3,0,66.7,58.9,Nashville Predators
2024-12-04,19:30,Away,0,W,4,2,2,Chicago Blackhawks,27,22,5,5,2,0,100,62.5,Boston Bruins
2024-12-04,22:00,Home,3,W,3,2,1,Dallas Stars,17,28,-11,2,2,0,50,44.0,Los Angeles Kings
2024-12-04,22:00,Away,1,L,2,3,-1,Los Angeles Kings,28,17,11,2,2,50,100,56.0,Dallas Stars
2024-12-04,22:00,Away,0,W,4,1,3,Anaheim Ducks,33,20,13,2,1,0,100,67.3,Vegas Golden Knights
2024-12-05,19:00,Away,1,L,1,2,-1,Ottawa Senators,20,32,-12,3,5,33.3,100,47.7,Detroit Red Wings
2024-12-05,19:30,Away,1,W,5,2,3,New York Islanders,25,29,-4,2,3,100.0,100,39.6,Seattle Kraken
2024-12-05,21:00,Away,1,L,3,6,-3,Edmonton Oilers,22,36,-14,2,5,0,60,37.0,Columbus Blue Jackets
2024-12-05,21:00,Home,1,L,3,4,-1,St. Louis Blues,39,24,15,4,3,25,66.7,46.3,Calgary Flames
2024-12-05,,Away,1,W,3,0,3,Nashville Predators,30,29,1,3,5,33.3,100,56.0,Montréal Canadiens
2024-12-05,19:00,Away,1,L,1,8,-7,Tampa Bay Lightning,21,35,-14,3,2,0.0,50,61.1,San Jose Sharks
2024-12-05,19:00,Away,1,W,7,5,2,Philadelphia Flyers,28,34,-6,5,4,80,75,50.8,Florida Panthers
2024-12-05,19:00,Away,1,W,3,2,1,Buffalo Sabres,31,30,1,5,3,20,66.7,55.2,Winnipeg Jets
2024-12-05,21:00,Home,1,W,6,3,3,Columbus Blue Jackets,36,22,14,5,2,40,100,63.0,Edmonton Oilers
2024-12-05,19:30,Home,1,L,2,5,-3,Seattle Kraken,29,25,4,3,2,0,0,60.4,New York Islanders
2024-12-05,19:00,Home,3,W,2,1,1,Detroit Red Wings,32,20,12,5,3,0,66.7,52.3,Ottawa Senators
2024-12-05,19:00,Home,4,W,8,1,7,San Jose Sharks,35,21,14,2,3,50,100,38.9,Tampa Bay Lightning
2024-12-05,19:00,Away,0,L,0,3,-3,Montreal Canadiens,29,30,-1,5,3,0,66.7,44.0,Nashville Predators
2024-12-05,21:00,Away,1,W,4,3,1,Calgary Flames,24,39,-15,3,4,33.3,75,53.8,St. Louis Blues
2024-12-05,19:00,Away,1,L,3,5,-2,Carolina Hurricanes,19,35,-16,3,5,0,60,35.6,Colorado Avalanche
2024-12-05,19:00,Home,4,L,5,7,-2,Florida Panthers,34,28,6,4,5,25,20,49.2,Philadelphia Flyers
2024-12-05,19:30,Home,1,L,2,5,-3,Seattle Kraken,29,25,4,3,2,0,0,60.4,New York Islanders
2024-12-05,19:00,Home,1,W,5,3,2,Colorado Avalanche,35,19,16,5,3,40,100,64.4,Carolina Hurricanes
2024-12-06,19:00,Away,0,L,2,3,-1,New Jersey Devils,19,36,-17,2,2,50.0,100,51.0,Seattle Kraken
2024-12-06,22:00,Home,1,L,1,5,-4,Minnesota Wild,27,33,-6,2,3,0,66.7,41.8,Anaheim Ducks
2024-12-06,19:00,Home,3,W,3,2,1,Seattle Kraken,36,19,17,2,2,0,50,49.0,New Jersey Devils
2024-12-06,22:00,Away,1,L,2,3,-1,Vegas Golden Knights,40,28,12,2,6,0,66.7,50.0,Dallas Stars
2024-12-06,22:00,Away,0,L,2,5,-3,Vancouver Canucks,32,17,15,3,2,0,50,40.6,Columbus Blue Jackets
2024-12-06,19:30,Home,3,W,4,2,2,Pittsburgh Penguins,32,22,10,3,4,0,100,64.7,New York Rangers
2024-12-06,22:00,Home,1,W,3,2,1,Dallas Stars,28,40,-12,6,2,33.3,100,50.0,Vegas Golden Knights
2024-12-06,22:00,Home,2,W,5,2,3,Columbus Blue Jackets,17,32,-15,2,3,50,100,59.4,Vancouver Canucks
2024-12-06,22:00,Away,2,W,5,1,4,Anaheim Ducks,33,27,6,3,2,33.3,100,58.2,Minnesota Wild
2024-12-06,19:00,Home,1,L,1,3,-2,Washington Capitals,21,26,-5,2,4,0,100,45.8,Toronto Maple Leafs
2024-12-06,19:30,Away,2,L,2,4,-2,New York Rangers,22,32,-10,4,3,0,100,35.3,Pittsburgh Penguins
2024-12-06,19:00,Away,2,W,3,1,2,Toronto Maple Leafs,26,21,5,4,2,0,100,54.2,Washington Capitals
2024-12-07,18:00,Away,1,L,1,3,-2,Florida Panthers,29,54,-25,7,5,14.3,80,49.3,San Jose Sharks
2024-12-07,19:00,Away,1,L,1,3,-2,Ottawa Senators,37,30,7,1,3,0,100,43.8,Nashville Predators
2024-12-07,16:00,Away,1,W,4,2,2,Chicago Blackhawks,29,14,15,2,1,0,0,47.7,Winnipeg Jets
2024-12-07,19:00,Home,1,L,1,2,-1,Colorado Avalanche,30,25,5,1,1,0,0,62.7,Detroit Red Wings
2024-12-07,13:00,Away,4,W,5,2,3,Buffalo Sabres,28,25,3,0,3,--,100,40.0,Utah Hockey Club
2024-12-07,13:00,Home,2,W,4,3,1,Philadelphia Flyers,31,26,5,6,2,16.7,50,48.5,Boston Bruins
2024-12-07,20:00,Home,2,W,4,1,3,Minnesota Wild,34,23,11,2,2,50,100,56.0,Los Angeles Kings
2024-12-07,19:00,Away,0,L,2,5,-3,Pittsburgh Penguins,27,29,-2,3,5,33.3,60,35.3,Toronto Maple Leafs
2024-12-07,17:00,Away,1,L,3,4,-1,New York Islanders,31,25,6,3,2,66.7,100,55.2,Carolina Hurricanes
2024-12-07,16:00,Home,2,L,2,4,-2,Winnipeg Jets,14,29,-15,1,2,100,100,52.3,Chicago Blackhawks
2024-12-07,19:00,Home,1,W,3,1,2,Nashville Predators,30,37,-7,3,1,0,100,56.2,Ottawa Senators
2024-12-07,18:00,Home,1,W,3,1,2,San Jose Sharks,54,29,25,5,7,20,85.7,50.8,Florida Panthers
2024-12-07,19:00,Away,0,W,4,2,2,Montreal Canadiens,35,24,11,3,2,33.3,100,51.0,Washington Capitals
2024-12-07,19:00,Away,1,W,2,1,1,Detroit Red Wings,25,30,-5,1,1,100,100,37.3,Colorado Avalanche
2024-12-07,13:00,Home,1,L,2,5,-3,Utah Hockey Club,25,28,-3,3,0,0,--,60.0,Buffalo Sabres
2024-12-07,22:00,Away,1,L,2,4,-2,Edmonton Oilers,31,21,10,2,1,50.0,0,43.1,St. Louis Blues
2024-12-07,13:00,Away,1,L,3,4,-1,Boston Bruins,26,31,-5,2,6,50,83.3,51.5,Philadelphia Flyers
2024-12-07,22:00,Home,1,W,4,2,2,St. Louis Blues,21,31,-10,1,2,100,50,56.9,Edmonton Oilers
2024-12-07,,Away,1,L,2,4,-2,Washington Capitals,24,35,-11,2,3,0,66.7,49.0,Montréal Canadiens
2024-12-07,20:00,Away,0,L,1,4,-3,Los Angeles Kings,23,34,-11,2,2,0,50,44.0,Minnesota Wild
2024-12-07,19:00,Home,0,W,5,2,3,Toronto Maple Leafs,29,27,2,5,3,40,66.7,64.7,Pittsburgh Penguins
2024-12-08,16:00,Away,2,W,4,2,2,Vancouver Canucks,33,25,8,4,3,50,100,45.5,Tampa Bay Lightning
2024-12-08,16:00,Home,1,L,2,4,-2,Tampa Bay Lightning,25,33,-8,3,4,0,50,54.6,Vancouver Canucks
2024-12-08,19:00,Away,0,W,4,0,4,New Jersey Devils,24,25,-1,2,3,0,100,55.6,Colorado Avalanche
2024-12-08,20:00,Away,2,L,2,6,-4,Dallas Stars,31,28,3,3,4,0,100,47.5,Calgary Flames
2024-12-08,20:00,Home,1,W,6,2,4,Calgary Flames,28,31,-3,4,3,0,100,52.5,Dallas Stars
2024-12-08,19:30,Away,0,W,4,2,2,Philadelphia Flyers,25,24,1,3,2,33.3,100,41.8,Utah Hockey Club
2024-12-08,13:00,Away,1,W,7,5,2,New York Rangers,22,37,-15,2,2,50.0,50,37.5,Seattle Kraken
2024-12-08,18:00,Home,0,L,1,4,-3,Columbus Blue Jackets,25,28,-3,4,2,25,50,67.4,Winnipeg Jets
2024-12-08,19:30,Home,0,L,2,4,-2,Utah Hockey Club,24,25,-1,2,3,0,66.7,58.2,Philadelphia Flyers
2024-12-08,17:00,Home,0,L,2,4,-2,New York Islanders,31,13,18,3,2,33.3,0,62.8,Ottawa Senators
2024-12-08,13:00,Home,1,L,5,7,-2,Seattle Kraken,37,22,15,2,2,50,50,62.5,New York Rangers
2024-12-08,17:00,Away,0,W,4,2,2,Ottawa Senators,13,31,-18,2,3,100,66.7,37.3,New York Islanders
2024-12-08,19:00,Home,1,L,0,4,-4,Colorado Avalanche,25,24,1,3,2,0,100,44.4,New Jersey Devils
2024-12-09,,Away,1,L,2,2,0,Anaheim Ducks,21,29,-8,2,3,50,66.7,50.0,Montréal Canadiens
2024-12-09,19:00,Home,1,L,5,5,0,Detroit Red Wings,21,31,-10,2,3,0,100,44.4,Buffalo Sabres
2024-12-09,19:30,Away,2,L,2,2,0,Montreal Canadiens,29,21,8,3,2,33.3,50,50.0,Anaheim Ducks
2024-12-09,19:00,Home,0,L,1,2,-1,Chicago Blackhawks,30,32,-2,2,2,0,100,62.9,New York Rangers
2024-12-09,19:00,Away,1,L,5,5,0,Buffalo Sabres,31,21,10,3,2,0,100,55.6,Detroit Red Wings
